user,community
coldtempura,573
1412078343105650688,4
484506065,1
1921055688417308672,767
yamasho1995_,767
4853562374,1
1506611589327507456,1
1930318761632079872,62
ramasarigadun,62
ike_hw71,62
awalanur,46
1616262197340147712,36
1771414563394887680,28
mieayam12465001,12
chatgptapp,12
2601156200,1
1629050677795368960,1
1754076611186675712,34
kiranashaf67093,34
1475503306977857536,1
1782781280935202816,1
txtfanthrsdaych,25
223314969,14
ashcryptoreal,14
mey_sha99,48
bara_4kbar,48
jokos1561615,48
heryidris5,48
dhiemasrizaldy,27
1142398927808786432,105
enigmaloraa,105
1705712672501886976,768
the_eddo,768
bitircip,768
acupofshi,768
2955948595,1
bebelluck,19
1002304643546861568,95
bganapatih27,95
seterahdeh,95
1488519930886918144,769
behavp,769
1123085923917295616,770
kaililie_,770
1451771517239369728,98
44305269,3
1822717297913483264,14
prayz_dev,14
coingecko,14
gate_io,14
uniswap,14
uuiaiu_uuiai,25
rreadresistance,105
746780149727789056,771
reyilingers,771
1488864035886014464,12
1111256853168586752,23
1165935939400548352,772
brannevano64592,772
menjadiwna,772
anis82207,772
1214571329598320640,773
kdass,773
dadds,773
dsadsa,773
deas,773
1758140030567251968,1
psd08,1
1828319359691038720,221
1157356802276655104,18
xsupreme990,18
2698372490,36
173389052,578
1326508937726763008,25
salsabilaiql,25
yat_ever,12
jeanawa_,23
52741716,4
1137323042428731392,774
p4rkbogum,774
1331447778921345024,11
1573890467393310720,775
hijrahtweet,775
1613856156174229504,40
72763910,25
1791804792379224064,11
1455796318421471232,776
jogja_base,776
1458838092081623040,777
yeonzini,777
sorotaninfo,42
575051211,24
rakhmad0406,24
jellygamalama,48
1820037513022730240,778
befourjune,778
1743087323653574656,50
nizaminz,50
1935245665971703808,779
suc11watii,779
iting1abi2,1
1401190586,17
1149177703,34
275899697,25
1783796984694087680,36
2236962056,25
1116366498275237888,14
boylahmzeeee,14
wstzskillissue,12
1760699743376920576,1
741154298692833280,780
euijoouwa,780
jjeffuwa,780
1755036885939113984,50
1386672838266933248,149
1914512449,3
1550423501471105024,25
ekologic4,25
861416869613289472,781
myufess,781
936845270,77
1388455056794525696,13
38110141,782
interesting_ail,782
3580227492,783
yunar_kagantino,783
1285688591054712832,14
honoured_one25,14
acengaw,25
1362756525878480896,105
watdanis,105
aceusls,105
348792302,784
salmanfajrii,784
northernseaaa73,784
hang_jebbat,17
287745631,16
1830187151080009728,25
peppersalt02,25
rsyanomalibaik,25
tecateta,25
secreta55588059,77
59016690,23
1345841569362976768,785
poeticourage,785
1749334907271380992,786
tv9nusantara,786
1386564837522563072,12
togusijuntak,40
982439595710152704,9
1875840348255367168,787
leehaechaanl,787
1788589901765861376,13
58750351,1
kdkuliner,16
2591168568,17
58219922,162
1639187313434689536,609
negativisme,1
1918654285191196672,36
1811990735270633472,46
1236204261559566336,788
subtakjil,788
217376888,46
zahrakh193,46
eksmarbot,46
2178167605,789
ceritacintahmg,789
ceritacintakth,789
270317872,790
silvered2233,790
ceo_malas,790
dimasdimm_,790
374403195,791
a_pangeran,791
730603485134127104,3
1621330296590458880,90
1447167669816348672,1
1356948855611301888,792
beranggberang,792
1737715251800649728,9
cocolatii,9
abikaara,9
seraphio26,9
faizgerung,9
njourneyc,25
imsurfering,12
532937429,422
55790782,119
1215816319859187712,203
pirmanlazr,203
faahmaan,203
el_avraham,203
3198216429,793
wozonpil,793
imarisma08,12
1760281585172312064,23
1742570622457401344,794
aeitinyy,794
1926261517864882176,25
1530643882043506688,1
1057610362416062464,40
odydc,40
1610405864137199616,795
munirrinal3423,795
1913651329966436352,69
1476081073641562112,1
thisisjon24,27
1145988139342655488,24
1372615241511489536,40
3411920059,796
crosswordholic,796
tobetruue,796
1778045496910835712,105
krenyeskriukk,105
1087767565483499520,797
serigalabelacu,797
afrkml,797
1426332738991255552,17
1343192809675747328,798
didepancangkir,798
1296333013446402048,799
artsahitistic,799
846388082932797440,50
1956155578310647808,25
pperfvme,25
399281533,50
1279959817545756672,14
celes_tine__,14
517379996,1
marufanime,1
301792307,800
amorimera,800
1626225592269148160,16
masjalah,16
1847595041965166592,23
1860867561732313088,25
dreeblissa1005,11
1014844754037637120,801
moonariesz,801
1444206305057538048,1
553229610,17
1274358097348198400,50
1407622566,25
1838059564924858368,23
christkeju2,23
1678767682345369600,28
pantura1234,28
1868236081491288064,4
heloo_ko,4
keniavagaaaa,4
1604561747037147136,802
gobba_baroessa,802
unhabitat,802
iomatun,802
80365216,40
1880949115842072576,1
219260351,1
ihsanrizki_48,1
marhaenist,1
1798096380889821184,16
1031915834,50
uruurururrr,50
lazu_firdaus,50
1243360144815095808,523
1805092358683512832,803
nirvanagrave,803
agentsofortune,803
550354235,17
23051515,7
1796261949560311808,14
733548535753281536,804
kikintsugi,804
1597329176494604288,50
1847563368644890624,25
narcissmy,19
550714680,805
jurnalpostcom,805
1259787042730332160,17
34241662,18
101047840,36
anasurbaningrum,46
andisboga,36
1564124078591467520,13
1851762089070858240,806
youffle,806
1766216967101480960,95
wilicious9,95
1700008504831164416,17
tgertsjtk,23
rmol_id,23
jawapos,1
foxnews,23
1604070854589296640,1
949310574013292544,24
1884808198890401792,807
idid_starship,807
1415568161609424896,27
primawansatrio,27
1970419034203267072,34
1006925306949595136,95
ryeonggielf,95
elshadai369,95
1113962419309559808,808
agusularrsanca,808
chonisa,363
184823730,809
raizubartender,809
yappingfess,17
703878675,810
uthmern_em02,810
boss_aleeyu,810
ayshert454,810
aysho_,810
2191579651,12
habiebbass,1
mazz87604759,36
2trafis1,36
alamtegarrrr,36
mbahgandalf,36
sirulhaq,12
nndraee07,12
90809267,360
vincentrcrd,360
cips_id,360
1883531588484653056,811
_fluttershyie,811
1851408133031358464,1
77976639,1
syarifahhn06,1
1689223896552337408,1
bambang77197468,25
1413436646423293952,9
csw1234hjk,9
1213457665495457792,36
2851451094,23
intaniazy,23
395353216,812
poccariee,812
2778111098,11
3198901992,161
con_d_oriano,161
1930111191902498816,813
like_youalways,813
1775572329093042176,161
hxxguu_,161
fadhlipratamaa,161
reiiszlindera,161
99679470,40
1575253507522715648,46
99650254,7
57319472,13
1366971273746604032,814
jkeuphoria991,814
1448718085901340672,133
1268229301683408896,12
sitihadijahp,12
1789012397790785536,14
memex_mrc20,14
1941662075400404992,17
949243496,12
1438628794298888192,17
anassaputra2045,17
284864949,46
241848337,815
lemonsstah__,815
1056495181837398016,609
1960237170809253888,50
2784565033,25
1941436007318212608,816
alliksuu,816
570741274,36
1842626118907744256,817
pemoedja76,817
1629064386743762944,1
eshtarwind,18
afannni,12
1739840634117369856,818
sharksgill,818
dbrahmantyo,12
txtakunreborn,12
85530306,819
box2boxbola,819
39892317,1
1788492024595009536,820
thsweetevil,820
1392094200330477568,50
arsenallifee,1
mo2pku,1
asimetri_,1
1603651764154093568,1
maulanamuslih2,1
vilnazona,1
1513362062684352512,1
1497305011562610688,25
aryarega91,25
1771514733587492864,7
atrahabibie,36
surreaulism,36
1064835286880796672,1
1581221373103337472,12
377811005,821
infntmercy,821
1841772803533766656,9
b_budiman1956,9
119035695,9
singapatriot,9
mpoklela7,9
harian_jogja,25
854158817772281856,2
lolonjannnn,25
1210716168505319424,27
1293338965181833216,25
grumjle,25
1243478402331373568,25
1949181826238652416,440
1308045310011170816,17
1170050683443113984,34
1860695011622580224,65
425826897,17
816631519234007040,17
1289186961706500096,29
748040593759215616,822
hermeciti,822
songesnseok,822
directxed,822
1613160097,50
1230509427146412032,40
ndrypd,40
1352912193969262592,46
1018878157,17
1781195288679710720,823
lovelyscorpio29,823
585819188,1
bachtiarnasir,1
habiburokhman,1
fadlizon,1
andre_rosiade,1
1654778292,28
142209668,36
mata_netizen62,36
gm_warrios,36
1307028853961957376,14
1430151707946668032,824
hcrjside,824
1356828649496829952,2
bacolumbia,2
1812999073219420160,825
imaginavers,825
user4041210,825
januaranni63084,77
taufik_q,12
22885047,28
1104406957727727616,50
973311746,23
1530335530549841920,826
dikara28,826
1874979910030360576,827
santatpung,827
1541160732871761920,17
theexplorare,17
1319178756120981504,828
bangediii,828
985730749209788416,1
801419237952614400,573
1157142701495578624,65
cak_agoest,65
1569288338095636480,62
1214460130843955200,829
nafoundme,829
1483748363107725312,12
ginidehput,12
1885517244245172224,830
cakkavanozt,830
jediimar,48
77258705,13
shirobunsh61924,13
callmeerif21,13
1530489102180958208,25
1275952467675451392,4
3892328654,48
1476056880426328064,289
xura2505,289
1324641125785763840,161
awajustawa,161
bagemeee,161
mdrfhyt,161
h4ri4n74_13,36
onefineb80,36
236473566,4
233917877,6
crunchy7007,6
1454238617245655040,11
3264590292,23
muhamma83278842,25
1231944037126377472,2
randoemmm,2
596157421,25
819869455,24
276804583,50
3106860493,24
1944337508604743680,17
1251543400806899712,24
nonameentity,24
dewi_megan,24
783896762,1
1204081902140788736,24
1150212912398495744,831
yallobe,831
1831084940773257216,46
59699704,50
jameslfc,50
1668466551526428672,832
colcicuak,832
1794118338526027776,833
haechnc,833
1244784282154893312,36
528225076,132
1682793417108230144,95
1592547762842660864,834
nuansabening28,834
1039125236631855104,40
1494998428639965184,835
skyveether,835
1640376849254748160,836
wijan1977,836
mrongdedy,836
2934331874,36
christgurray,36
bangjarwosopo7,36
134736493,27
215669281,50
1534118290662248448,105
1150382055290593280,837
donatsedih,837
1455144866363498496,46
1715022803777495040,659
1442979544172875776,838
parloyr,838
180256464,50
1914235759600795648,839
rahmaniarbaftim,839
abspemuja,9
1701156962178834432,173
1658884396986793984,14
samson2028,14
302651621,23
855943280,23
lukmaninside13,50
1577486519773765632,79
1681557428033433600,840
athalia_lize,840
1041565788056907776,27
1657881096309157888,841
yusufibrahimab7,841
2997696818,842
kkpgoid,842
1256399736560668672,1
1603681474820964352,16
932209615,3
1185826689504276480,34
1500835720533262336,843
abunismee,843
966706509148073984,844
allisyanuka,844
1418240419180081152,609
1510465141158342656,34
1864560137903722496,1
769958666422263808,1
official_nasdem,1
9571192,50
1727674193058394112,17
debbiekunarso,12
sonswsw,12
dahriwelah,36
gamafirst1,36
sami86pilang,36
amod_ka,12
1854796155219329024,845
tee_lvre,845
561959475,62
hrmalik12,62
616387872,9
739948478760124416,12
gnfi,18
1881876615728332800,23
tlukasz82524,12
moluccas97,12
1458807281097732096,846
carm333nnbks,846
1705860246647050240,1
ozfreaks_,11
1604408934525464576,1
1518599572842749952,0
3316548080,25
sa_kosh28,7
ganhaseum,7
1030355004425613312,36
1952505403264446464,9
maliqridwane,9
branjangankawat,9
1872962331560570880,62
1963438510322716672,1
akunugrahaa,13
4858988845,1
maripossalut,7
1916299438991273984,34
313776611,847
notextwt,847
1633329095819005952,27
1660926481181077504,23
blankbanget,12
1811050603348643840,230
sofascoreint,230
0xbonziro,12
1606288629629739008,27
dessydmp,50
huxleyarea,25
1898691944852987904,14
1909731203722493952,12
190533506,18
136107858,23
about_ftp,23
nyemilq,23
btcdotg,23
544406251,28
tupax_amaru,28
1505766476816740352,3
1237986495270510592,848
froudenb,848
1644008356804173824,849
unsulliedwarior,849
2918510822,1
pngadilnr4kyt,19
1685584155814567936,850
riuseanne,850
1867594367546142720,36
andreas_ardetta,36
1726275240597110784,14
1288689400730157056,851
kitty_gandalf,851
echie1993,23
1101145122576584704,50
986438875093524480,25
rachman208,27
rizkidwika,27
leonhardtarks,27
1374381608275304448,2
1459174444971159552,852
jiunlover,852
springroll_keju,2
sleepylikehell,2
1911972716967809024,1
1797998680320217088,9
ja37002jawawi,19
1780124461326635008,853
lultabie,853
gunawan75_,95
1458772074177064960,25
767383941971976192,40
1659462731479785472,83
539513924,1
1641287997512634368,19
roy1alien,19
1542738574549737472,9
2825823331,854
donatentog,854
sdm_lowliteracy,854
1930955813331320832,14
supzeeeeel,14
1358003516552454144,855
saltkcemali,855
raihannaachsya,12
1094238497873883136,36
groobaag,36
174193809,1
1240247062957973504,34
1813506920973762560,90
265846258,856
neohistoria_id,856
1716991969178824704,365
nugrohoisme,365
1603668632717824000,36
3304006328,857
pemkabbantul,857
1741534066237943808,858
drianskrttt,858
1303996139931275264,101
1465574403475836928,2
1205457919698800640,25
yvdi_x,25
1308324017707732992,24
johnswijaya,24
aoorora_,24
famajiid,24
43258431,859
widodolestari,859
510953695,34
934114400465588224,9
99193441,860
unitedtalkz,860
yattie2023,9
1851263783299325952,1
1895074793021739008,861
haydaiday,861
1716269490936360960,1
1485686832306454528,23
1064528268303290368,1
405419144,17
1334358867614916608,862
winazharxy,862
725844606223540224,9
1072577966,1
harkatmartabak,77
dekade_08,1
1926327517406781440,556
ateuuu,556
1663114758802010112,83
1846813450888269824,863
an52145715,863
jejaksigembel,863
1356920265670762496,864
jessicajess_26,864
2758837756,48
1038862836,17
1697081731277545472,25
998800626816499712,27
623533833,101
1825333193568129024,36
dkutacimi,36
1490855559335395328,865
arifmaulana1230,865
acheonr,865
1750894737261998080,25
pindahnegara62,25
iniinainuin,25
1324632302291333120,12
909446562,34
39682195,17
aimanwitjaksono,11
416815936,1
1500128345098711040,866
diphyleia_,866
2456524472,18
1603759397582213120,1
1204893274122547200,867
tyrectt,867
jenass41,27
viewguardeye,27
1541804531323138048,3
44619683,868
putrabangga,868
1734161295895842816,0
1873280415592792064,25
slurrryo,40
1739248907782393856,25
l90_id,23
namrejreznap,23
1903657045766905856,7
2317996037,4
madhink,4
pns_garis_lucu,4
1531177596071067648,36
joen_sihotang,36
gebigabut,36
1227641853664587776,18
justnadaya,18
989449871353507840,869
matacapek,869
mehitsme6,869
1826829921022599168,870
politiklambe,870
928822694,16
1938498147808133120,11
1811697231063396352,14
matchalatteice,36
1485469025237106688,204
1248094501026971648,36
hnrip,36
2717547397,1
1048156569412620288,77
1335874167296544768,871
dd_zholi,871
3334646472,1
1587054187720085504,11
humaspoldaaceh,11
1255354266451095552,2
rindiniisi,2
mang_ndix,2
1673193560982839296,17
5lamate,17
1781328296103596032,23
958944903538462720,872
calomagang,872
1233046196,50
1611270063029620736,17
antonkucing,17
1628729874201579520,25
un1_yun1,25
sigma_gotoh,25
1823588548748214272,9
1634094044396814336,1
1769767832307585024,873
cucijemurpake,873
1177383775140843520,169
447940789,19
tukangbedah00,12
1072723273278881792,874
mybarbie_nana,874
jaeminners,874
1301464351010779136,17
1367694761012850688,875
jammes,875
1255159540011565056,17
nfmazaya,17
1293386851470909440,876
kuaciunak,876
1638350753835421696,90
ikhsanul995,12
feriakbar18,12
64664370,34
1551607908542005248,877
nandeut,877
1214524578233380864,878
nababastala,878
1859258449831645184,23
giiselje,23
1745303315150413824,19
sanatha_utama,19
1722077406264258560,36
1680441750077464576,879
golemmat24161,879
990243838055792640,24
972110562954944512,9
1947767315677995008,1
1912351007683870720,880
polarnanokawin,880
musksigit,6
1484472727142486016,881
muslim_antipki9,881
1740227034964721664,1
1894333321611808768,882
lilyoumore,882
1863162265182384128,1
1557030741669990400,40
1517909681855135744,11
muannas_alaidid,11
1037362662353461248,427
1416441987482275840,883
qu3en_bakery,883
1935267633730813952,884
ceecie_,884
241821166,36
mbaktriegasswin,25
naluraine,25
ap22584666,12
1043255511179620352,885
ovrptr,885
masnundut48851,25
125764843,1
1851076694586839040,204
1936082582082621440,886
beligorengan_,886
1284213338021322752,50
905817625380274176,62
raisstude,25
77614358,11
2282226211,887
kondisigacor,887
234276192,365
1834487947686805504,1
hazukiriyu,1
1973021487075581952,27
1361648612032176128,3
kemnakerri,48
761964455571787776,34
1786621363563970560,888
sansinsunny,888
1073752140923826176,9
yadiesupri1,9
438564964,889
just_mushlih,889
1911586051816116224,17
1237785164,890
amandprd,890
304277235,105
1826675243102208000,18
1442444854844297216,105
conan_806,105
1214359690034835456,891
shouegaze,891
712901712453894144,13
1509378589916991488,1
crmelmmachiato,40
1932462349023432704,892
froctiev,892
360478293,893
sexieest,893
1680940130406895616,12
908844563992780800,25
ge_en_pe,25
1736357001368899584,33
nordickvv,33
1636193423949438976,25
edyervianto,25
3091829467,2
1052852835992264704,24
81393960,40
176392139,48
3344388914,16
seok_harery,16
3223177464,36
1818897541649645568,40
1723744757279498240,894
simemaki,894
89626171,28
siaaantah,28
hmbmmbhsm,28
basiruyusr28160,28
1703455427315597312,105
69804623,46
1270376478270582784,895
skinbrotha,895
1095869128303243264,896
dikalamin,896
1810359570562437120,17
859902793,897
kayoungly,897
2370776322,898
icibosadd,898
jalankesadaran,77
67fitrianingsih,19
1276194845116166144,899
txtfromsassa,899
1211170006710358016,25
1817725809903411200,13
331028429,34
dutaadijaya,34
syamsfitri,12
1466324287464214528,165
1096181154028244992,17
943372873577635840,129
1663069348523839488,280
moraanastasia1,280
1599960825703563264,900
whiplasl,900
zieranine,312
asaprockiyah,23
keziairn,23
ptrckstrsss,50
577973139,77
m_rinandar,25
144227129,34
1127600983180079104,19
1407266702434308096,901
siaranbolalive,901
949266619401781248,25
578934734,1
362966356,902
sefspace,902
1804954735633739776,903
partaimurba,903
1468580770570981376,16
1907818443795214336,174
1823267277523030016,24
327232239,40
logos_id,40
tabul_ian,25
atpislove,25
1250657398559105024,904
pyccelin,904
1284016283621580800,27
942083226,905
_alineramos,905
1319815597039874048,906
pagesoobun,906
122265403,907
loneehoonie,907
pecintasejarah2,18
jogjamilikwarga,18
_wargasipil_,18
ylbhi,18
lbhmasyarakat,18
txtfrombrand,18
txtdrdigital,18
tijabar,18
947632364003368960,25
228630746,908
humansnocontext,908
1725505990706212864,1
caroline_chania,1
1208531018,909
pavocaeli,909
1813049192895639552,23
1927245063697920000,910
taesanftmm,910
nanaelah_,19
pistacxchio,19
1442743519903244288,9
prestaekuceng,9
1508000915692744704,911
yawnzn13,911
acceptxt,911
311250510,119
tentaralangit99,12
joxplalong,90
matahari_1912,90
dyta0303,90
awakblangdalam,90
ikotjo,90
ade_rusmaya,90
im00568047,90
inonkiskandar88,90
abubakarsu15415,90
deslini2,90
ajosiam,90
meffendi03,90
riyalp41913,90
odriseva,90
gustavin_baidur,90
jaekodok,90
tuti_embeeeeer,90
sangsenja001,90
brutustu4__,90
namatanpaspasi,90
micheladam7__,90
dd9966,90
virgoman333,90
rayhan_yuda_pra,90
smart01mars,90
jkusmono,90
tutiktolani,90
yunusmahfud,90
omo_sugema6,90
m4kzulkanr3z1m_,90
syam42933824,90
artonarton6,90
anakbawang199,90
akhmaddimyati13,90
sojoy58024020,90
ilham2504,90
yak_an5,90
ccindydd86cindy,90
br0m0c0r4hc4we2,90
sumpanto,90
andi00583950,90
zal_4d3k,90
pribumi_awam,90
mesoen1065,90
alhadi36703630,90
cendana_20,90
p4sop4t12l2l,90
presiden,90
1550615397027549184,25
200086525,1
1826162869123346432,4
1044605214412562432,912
hgig_7,912
1347331749496254464,6
1336091630,24
burunggagak1312,19
112751156,1
gus_arifin,1
1839554628075376640,50
arbiyusuf14,36
1051466684073013248,360
felixsgl1,360
4712518004,1
1067788375912902656,0
bongkar_m4t4,0
83835932,913
victoryaris,913
arnoldpoernomo,913
1833807763203297280,14
codedonchain,14
1749698965539553280,1
1426551626811072512,19
bbeo18,19
1721021265463611392,203
1183664847885520896,25
2267576778,1
akbarfaizal68,1
inzhapt_76,1
ovo_id,161
1689948473687416832,55
victoryngrace,33
1803006392854290432,14
1718963718413807616,14
1263963701016530944,27
gabigola9,27
1251089033813299200,914
iconicholo,914
1139304012992225280,23
1535984274,3
562801010,915
petrolweeb,915
1668724464815570944,14
mufc_s00,14
1760677685049901056,16
1950765603767349248,916
ponyswaan,916
1614467893957373952,17
matildapuutrii,346
ciput84725571,12
na95936_nandi,12
78954109,11
alikaamand40269,169
moodpusyang,169
adiofn,169
inisiafi,169
310048144,917
kjokkenmoddinge,917
1christyaji,19
545027238,33
585495747,918
tokotokoh20,918
1716768028397080576,9
479215125,1
zhouxanxin,340
1968287972,17
totalpolitikcom,23
1285428151149977600,919
mzntap,919
67281504,7
214742623,25
1373951989562810368,90
1471551066005143552,83
1384240744374833152,920
utheo,920
160141952,921
blessedpickle,921
1645033988996870144,105
319122611,17
1879085062010130432,50
nnay87468919,50
zweetupdate,50
817610547998769152,25
1760353778057060352,50
3551702361,25
700471787788734464,23
1396449730180222976,1
rian5yaban,65
denny_dkur,65
idholahoo,65
scotherintjvy,65
cimbulpamungkas,12
2935828009,922
ali_sucipta,922
nesxsr,817
dkijakarta,12
757007215685345280,923
branz23x,923
1159142433470291968,119
inimaulaa,119
tinotomd,9
497549162,924
baijingtting,924
2720767982,33
225714787,50
1559352422064984064,925
bastardxduckz,925
ayamgota,925
1556273938497703936,23
88090948,77
1844763275461890048,221
422310414,36
legislator75,36
352085421,1
2951642390,1
3237783202,926
tirta_cipeng,926
4892654534,12
187094886,0
1617015528354353152,927
rejoels,927
fop_blockchain,927
sjam_a,927
prijayantodhony,927
yunepto,927
1442662104457039872,1
750194125522153472,1
477358413,4
egi_ns,4
1105363393106522112,36
1104587095413276672,928
yusufnoorm,928
55616450,36
1415316797339754496,929
hayunalism,929
magerannpeople,25
841295850,249
nonola_,527
1488280993068814336,25
1663085346832392192,23
1582557889201569792,930
wadah_berita,930
1310837194332880896,931
kittenfuwr,931
1847164413704654848,25
1390129794038177792,932
keonhoregg,932
189773101,933
cintaaura172830,933
titaniumarsenic,933
1618363304862416896,40
bangjutorius,40
diqatakatain,40
uretop1,40
noonakookie_97,90
arayooniverse,90
hikarilovebec,25
1456400811706126336,105
1483352158179594240,27
1721527715944103936,1
1379881292334919680,4
hida23journey__,4
1831846393377591296,3
1566430323163873280,934
okinawa_kassi,934
3168827122,18
792699218292899840,33
99473222,17
1749731361152507904,3
anbaspatta,3
1014417504,77
1127457933262901248,24
194092316,95
ouzen23,12
102927552,34
walpurgisnaeht,9
1941308192539176960,935
jaydedstil,935
1003546165105704960,1
dasco29287,1
1312923502886809600,936
imnotningie_,936
1133060401879404544,17
1717388052686135296,1
1124583127404273664,25
222834737,18
272062289,7
1745129968294899712,36
1275137928713383936,14
charllybrown19,14
1295244541482561536,77
2611677102,23
vsselsoft,666
imamcheppy,1
1330880640212893696,46
yulia_4ja,46
1450733210074161152,48
1197563265657659392,23
3163863912,1
807941894,1
148399338,937
hobbynonton,937
ahyoungzee,937
874865909546065920,938
thenekocrush,938
1551136033504251904,939
nesverland,939
youadams_,939
1148516246280785920,34
1716481376420274176,27
949070329,27
1803287127658262528,133
scorpio_1420,46
koramil03seren1,65
1176679348876611584,940
f_ollajkt48,940
1152110797293670400,0
1631202548358221824,6
1526282164857634816,873
batulicin_bgs,873
aryadwipangga03,873
1899412565580771328,17
ontnextlevel,27
1030496847163404288,941
cxxndelight,941
1758344027857190912,942
kaliarisna,942
1653345307772751872,17
1367365698960326656,2
adoralauv,2
1283952504833626112,77
iqkzak,77
1639157189792378880,48
1868611486127640576,943
reincarnatei,943
cilorconnoistre,943
ponnyviles,943
1961630661367730176,36
1091717864434819072,1
1465090979761819648,2
1768302993907372032,36
43289736,50
2916053952,944
pagesof404,944
1067104629358391296,4
1596861091379761152,7
guajrdian,7
1603515715889139712,9
1192655431719477248,46
pigmenoutlive,46
1755086293854507008,894
nurdiman_a14631,894
1249875823588306944,2
ghozyulhaq,2
seijoxx,12
1567516348976177152,14
mv1_davis,14
1360201356091396096,163
1542020224157126656,9
352378162,25
1016310759368740864,48
375573114,1
txtdarisukabumi,1
1029381485202001920,23
962652097979101184,1
1794270518696120320,14
den_nis130,14
pimchanwan,25
s_24mp,25
zamhari_j,25
itsurboihyl,25
1518898953814945792,945
serenddnaa,945
1731476067893092352,4
abdurrahmanalf_,4
azzamizzulhaq,4
1096439356623994880,24
1328562869370195968,7
pusinkdell,7
1611575245772816384,65
felixleeskzu,65
1433757980789395456,23
enothewinner8,23
ailourosskjww,23
1193448646726959104,2
1466802802420695040,23
1517828498433339392,77
zx25rrrrrrrrrr,77
bblikemadu,77
leewdoongwook,77
aventuriyne,77
1634585578900705280,23
980712332,27
arifmiqbal2,27
1551902296841551872,946
loloscpnspl,946
1503967647012372480,947
firmansyahs1311,947
210032332,16
168094778,34
asahinatakto,1
248179764,161
fatihatuln4ur4,161
1319237125229834240,25
1803776022455955456,1
1930928033738944512,62
muftianam208,62
1798155177536761856,23
247650492,4
gekaz_,4
1862027372004040704,948
magnoliaears,948
1567011201217069056,949
spondaick,949
nagaymo,949
sakadaysfess,949
noname10001000,40
165070709,24
tariganjhon,24
150464542,23
2209831022,36
1863106796950323200,14
daumeneth,14
1135799306596769792,25
1666106067993124864,1
mowesato,748
1179481902937296896,950
bigcatfox,950
170537784,9
coldbrew165,9
2833685695,23
1572011915240669184,9
226106641,12
noushkaesa,12
gm_gm,12
873242628,951
rendangkonro,951
1282816110014783488,952
prxcmon,952
nasastarss,952
prxcmontetapi,952
1840948176779698176,105
3229238875,12
arfandabagus,12
1603727184337678336,16
1133032747847507968,953
noopiieeeeee,953
masnooey,40
834975959619022848,194
60115143,1
1748945779820306432,23
715625670,146
597127345,954
jiahaoismine,954
1443446114087104512,67
nobodysnafkin11,452
whoopziiy,452
1449396998612733952,13
pearlandpoem,13
1488916021440573440,33
107617789,1
goo9le_fiv3,410
ksatriarinjani,1
baddie_yuhh,19
1376089997527240704,23
921362656312754176,1
bpsdmkemendesa,1
alchemist_pian,18
kerlve,14
1904411381425954816,955
mwcult,955
ourminwon_,955
1735212687066615808,25
1352798798834089984,956
sekar_malam,956
planyour4,50
avocado2juice,25
1608297475592396800,915
812338047954010112,957
bawangmeera,957
1564197227295547392,96
getarannusa,96
869909443,958
disyarinda,958
etekpulangptang,958
1313329251987279872,23
1144532557561602048,36
99281239,3
1385088032483594240,12
1490869387749851136,105
1253137797436891136,14
_mnikhsan,12
1888455728,25
mutiarach94,36
1603571774377299968,1
1494205483703410688,959
neitherlily,959
1271647092482510848,13
ikhwanpcr,13
dodowiru,13
edwinwong47,36
302775101,23
1466325327672590336,165
1426192376817614848,112
jesuu99,25
destipra22,25
1414778862727172096,960
ksiyot,960
1032886743895175168,62
2594547277,36
poin_opini,77
sgie_iwakndog,40
wak_jhiwa,40
1627840374814429184,961
honeystaru,961
1132249922030383104,962
minjifisip,962
1130742734296309760,4
lawfuloutlaw,4
1755156725530054656,1
1433631697422073856,36
116697176,3
1516591367857745920,608
232887930,1
1884011858228830208,40
300729153,3
1445204739528876032,963
kiraraexpress,963
1772124227463979008,964
ayaya73z,964
rugunator,964
audhinafh,964
ervirdirahmat,964
1275335889938313216,36
ajoemanta,36
1169565869850017792,25
doktersebelah,25
216293502,240
rikariri09,240
1829728952992337920,1
1203139003723051008,2
jakingitis,574
1308363948794679296,77
1084768852171382784,2
ryeonseunggg,2
1429584564,943
1537926404,29
jiw_han,29
ikhwanazis89,29
2466164088,77
cinduamato9,94
168897480,11
1512445049963188224,965
nagiblulok,965
280780752,4
1968646358531026944,25
1639686974901743616,1
1380125654981636096,50
1047658557934452736,19
134324248,50
buriq13_,7
arbiarso_w,7
bhatnagareuler,23
1035094801396289536,5
triajaaa,5
1511672625218600960,14
celynstarr,14
espressosys,14
532878231,327
navramericano,327
904292350574206976,966
sweieney,966
projectsmayhem,966
1702180178238345216,2
jamban9,11
1671897311851716608,91
biiggy__,91
1076439393823449088,33
82360689,967
nanascrispyy,967
531189221,27
775897760377802752,24
1369147576579026944,17
1659468785617887232,13
1737332877082386432,25
996846472350978048,968
ketutupbuku,968
1447523163445731328,25
1707767810108133376,14
multibank_naija,14
1462778484091023360,36
1708520248478158848,77
1589069016488116224,62
kerjaseskabri,62
1363108375123255296,62
fay_erha,62
kemenpu,62
bappenasri,16
1646782553502695424,98
1237442674409394176,12
1228399860904153088,969
fridayrainn,969
813380994925359104,162
1336190834862141440,14
26439064,17
nobeark,17
1253672024121040896,28
billgates,28
1500448874175295488,1
1994707836434329600,970
jakrapart,970
divas,970
1284266169713618944,2
throwsnpe,2
fanaticxme,2
valverdeme91677,2
1616422582567448576,971
